retailer_id,sku_id,date,quantity_ordered,pred_ensemble,pred_lgbm,pred_xgb,pred_tft,pred_nbeats
10059,M009630,2025-12-29,,1.5116752517230545,1.3918095546363598,1.3779829,0.0,0.0
10059,M009898,2025-12-29,,1.5320449476226907,1.831216661926931,1.6188753,0.0,0.0
10059,M009970,2025-12-29,,7.81389344146623,7.658704223451433,7.671903,0.0,0.0
10059,M010082,2025-12-29,,1.5116752517230545,1.6035768856354604,1.4200737,0.0,0.0
10059,M010184,2025-12-29,,2.7449733011916324,2.809497541603187,2.8363717,0.0,0.0
10059,M010208,2025-12-29,,1.5575221360893403,1.633051844704685,1.5277766,0.0,0.0
10059,M010532,2025-12-29,,1.537152440189704,1.4763934202077589,1.4014381,0.0,0.0
10059,M013220,2025-12-29,,1.505761380529898,1.5966592546923355,1.5149432,5.434110164642334,5.790233135223389
10059,M014771,2025-12-29,,1.173290105069225,1.3575393124341297,1.2460074,0.0,0.0
10171,M009072,2025-12-29,,3.0013543633057815,3.1768686722477053,3.1085627,9.92564868927002,8.540871620178223
10171,M009364,2025-12-29,,2.9515690280322016,3.082368428677211,2.9214113,8.521907806396484,8.480866432189941
10171,M009594,2025-12-29,,5.592976210785052,5.312644492802913,5.650037,0.0,0.0
10171,M010038,2025-12-29,,16.80060678898026,16.872064699409982,16.308416,0.0,0.0
10171,M010132,2025-12-29,,3.686042700158999,3.566899113345009,3.8039122,0.0,0.0
10171,M010253,2025-12-29,,1.6514004092399703,1.9304345934892617,1.6957265,7.008239269256592,6.447910308837891
10171,M010532,2025-12-29,,1.1474503110393452,1.146987075411272,1.1669269,0.0,0.0
10171,M011086,2025-12-29,,4.928924772940904,4.803022761499569,4.9105854,0.0,0.0
10171,M012665,2025-12-29,,1.128984808676144,1.0802217602481454,1.1515074,0.0,0.0
10171,M013220,2025-12-29,,1.5116752517230545,1.550765547777842,1.4777192,0.0,0.0
10171,M013459,2025-12-29,,1.1278364770287803,1.168111899898328,1.1663679,0.0,0.0
10196,M009371,2025-12-29,,7.840619811792002,7.588167715478325,7.850068,0.0,0.0
10196,M009518,2025-12-29,,12.607083170676269,12.628166716465438,13.105012,21.29354476928711,24.552114486694336
10196,M009648,2025-12-29,,51.29967475732,49.40850381851464,49.393772,67.33798217773438,89.29864501953125
10196,M009651,2025-12-29,,32.83690549549112,34.0023212320931,32.368298,54.55024719238281,60.396087646484375
10196,M009970,2025-12-29,,128.40638962964417,129.28318516931958,113.48088,155.71109008789062,202.5902099609375
10196,M010038,2025-12-29,,46.68672178267327,44.82056625747269,44.919033,63.338165283203125,87.28661346435547
10196,M010075,2025-12-29,,34.66602673437985,33.15690200769812,33.766254,44.4503288269043,57.103973388671875
10196,M010079,2025-12-29,,15.83419535700943,15.709494679707511,16.292606,22.32059097290039,28.50957679748535
10196,M010082,2025-12-29,,37.43172464632777,36.91088643442868,39.61789,64.7566909790039,77.54485321044922
10196,M010132,2025-12-29,,24.17443642000238,23.970020177224885,24.224854,0.0,0.0
10196,M010200,2025-12-29,,85.15121535009395,79.34484193801578,83.90651,123.51847839355469,151.7349853515625
10196,M010204,2025-12-29,,39.78300607188877,38.29445177090433,40.50748,54.58642578125,72.61738586425781
10196,M010208,2025-12-29,,22.776575274513437,22.410927179451456,22.888084,34.23649978637695,40.79390335083008
10196,M010253,2025-12-29,,21.43712089504433,21.077185503215933,21.855465,36.51329040527344,38.14760971069336
10196,M010453,2025-12-29,,21.806550650403487,21.813367979146285,22.584656,36.12080383300781,41.3759651184082
10196,M010532,2025-12-29,,14.459942356503833,13.946674270993787,14.678168,22.672042846679688,27.014925003051758
10196,M010676,2025-12-29,,70.83964963251677,65.80172672930283,65.39605,96.00289916992188,130.69125366210938
10196,M010771,2025-12-29,,34.18308838013302,33.65490166975487,34.508003,51.69575881958008,56.09089660644531
10196,M010788,2025-12-29,,88.04622110719666,82.71882371880729,82.8417,122.318359375,177.9731903076172
10196,M010862,2025-12-29,,32.77454415109911,33.58293136041756,33.859753,49.14860916137695,60.44490051269531
10196,M010868,2025-12-29,,34.539256847521905,34.06195868206368,34.871662,48.76840591430664,66.34681701660156
10196,M010882,2025-12-29,,2.8492945159810543,3.221993167580514,2.6364946,5.722221374511719,6.144081115722656
10196,M011075,2025-12-29,,49.97232113548267,46.74606024046133,48.304424,65.94441986083984,87.46658325195312
10196,M011086,2025-12-29,,94.22051355178371,93.44569445057134,86.503334,128.963134765625,174.34262084960938
10196,M011339,2025-12-29,,8.49481630347278,8.995561656307943,8.186844,16.13554573059082,18.88371467590332
10196,M012115,2025-12-29,,39.489141200547735,38.38462355534337,39.905617,54.39216232299805,69.238525390625
10196,M012706,2025-12-29,,21.294291196618097,21.231024346408233,20.751945,34.033329010009766,37.753997802734375
10196,M013220,2025-12-29,,14.90567768295773,15.214026324647254,14.149852,26.53646469116211,32.77848815917969
10196,M013477,2025-12-29,,72.80936714421057,66.32375995785667,66.36448,98.86548614501953,132.93853759765625
10196,M013962,2025-12-29,,17.00882442319807,17.703446934613144,15.840647,29.888879776000977,39.499046325683594
10196,M014771,2025-12-29,,11.52466771189824,11.173838882264105,11.927857,18.55704689025879,23.011850357055664
10196,M016311,2025-12-29,,19.641621277858732,19.72440772187446,19.967865,30.11064910888672,33.37858200073242
10196,M016641,2025-12-29,,13.669417331572582,13.757592895476273,13.7738495,22.90914535522461,25.225364685058594
10210,M009072,2025-12-29,,24.211795825870144,24.21605598627947,23.275764,41.019832611083984,43.33623123168945
10210,M009284,2025-12-29,,42.894360263457976,39.94066802011728,44.401096,65.67752838134766,79.3851547241211
10210,M009364,2025-12-29,,15.344635707829044,15.281140193811398,15.355694,25.76348876953125,28.26688575744629
